MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
74.45,7.31,25.0,80,1,9,9.75,5
73.67,7.55,25.0,130,1,14,3.25,5
100.0,0.0,37.5,80,0,18,0.25,15
99.7,0.08,0.0,140,0,15,3.75,15
74.44,7.32,25.0,160,1,9,8.25,10
71.89,8.1,25.0,60,2,19,9.25,18
72.32,7.97,25.0,50,1,5,5.25,6
100.0,0.0,37.5,120,0,5,8.0,17
76.75,6.61,0.0,10,1,11,3.75,6
100.0,0.0,37.5,60,0,19,4.0,18
73.25,7.68,25.0,110,2,7,5.25,18
71.07,8.36,25.0,100,2,18,5.5,1
71.64,7.92,25.0,90,2,2,3.0,17
72.83,7.81,25.0,170,1,2,4.5,15
100.0,0.0,37.5,30,0,10,4.75,18
72.56,7.89,25.0,180,1,19,2.5,16
100.0,0.0,37.5,80,0,14,5.75,18
99.45,-0.07,0.0,190,0,7,0.0,10
73.73,7.53,25.0,200,1,5,4.25,20
100.0,0.0,37.5,120,0,6,6.75,6
72.01,8.06,25.0,130,2,13,3.0,16
100.0,0.0,37.5,120,0,20,3.75,13
74.36,7.34,25.0,150,1,6,6.75,15
72.35,7.96,25.0,190,2,13,1.25,10
100.0,0.0,37.5,180,0,11,3.5,19
100.0,0.0,37.5,100,0,13,6.25,13
72.13,8.03,25.0,100,2,7,5.25,13
67.47,9.5,25.0,90,1,1,8.0,2
74.96,7.16,25.0,150,1,12,4.5,12
74.73,7.23,25.0,160,2,13,6.25,17
77.41,6.41,0.0,30,1,19,6.25,7
78.23,6.16,0.0,70,2,16,2.75,19
100.0,0.0,37.5,30,0,2,5.75,20
100.0,0.0,37.5,70,0,3,1.25,12
100.0,0.0,37.5,160,0,11,4.5,19
69.52,8.85,25.0,10,1,18,5.0,20
77.25,6.46,0.0,40,2,19,3.0,13
100.0,0.0,37.5,140,0,7,7.25,17
74.2,7.39,25.0,190,1,9,8.5,7
74.04,7.44,25.0,110,1,2,4.5,17
73.79,7.52,25.0,170,1,6,1.75,7
71.68,8.17,25.0,200,1,14,8.25,4
73.09,7.73,25.0,160,1,18,7.5,9
72.32,7.97,25.0,200,2,14,1.0,9
94.58,0.0,0.0,20,0,6,0.0,8
100.0,0.0,37.5,50,0,15,10.0,11
73.9,7.48,25.0,20,2,3,9.5,9
72.51,7.91,25.0,200,2,19,3.5,6
72.94,7.78,25.0,50,2,7,1.25,14
76.89,6.57,0.0,130,1,1,4.0,2
100.0,0.0,37.5,50,0,12,4.5,6
72.46,7.93,25.0,190,2,4,7.75,4
99.68,0.09,0.0,130,0,15,8.75,15
100.0,0.0,37.5,70,0,5,10.0,10
75.67,7.15,12.5,130,1,7,0.0,12
100.0,0.0,37.5,20,0,2,6.0,5
77.74,6.31,0.0,20,1,8,0.75,11
100.0,0.0,37.5,90,0,14,6.0,16
100.0,0.0,37.5,120,0,6,9.25,8
67.04,9.64,25.0,70,1,13,6.25,5
73.27,7.67,25.0,170,2,15,0.5,12
70.49,8.54,25.0,90,2,17,8.75,10
100.0,0.0,37.5,20,0,9,4.25,10
100.0,0.0,37.5,10,0,5,8.75,6
74.42,7.32,25.0,30,1,12,6.25,1
74.17,7.4,25.0,90,1,13,5.75,9
76.54,6.67,0.0,20,2,7,1.0,12
100.0,0.0,37.5,200,0,4,9.0,9
100.0,0.0,37.5,20,0,13,7.0,5
64.69,10.39,25.0,10,2,17,3.0,13
74.07,7.43,25.0,160,1,4,5.25,14
75.25,7.07,0.0,160,1,19,7.25,1
74.21,7.38,25.0,170,2,7,3.75,3
100.0,0.0,37.5,40,0,15,4.25,12
75.66,6.94,0.0,200,1,15,9.5,9
71.29,12.37,25.0,140,2,3,0.25,9
74.18,7.4,25.0,80,2,13,2.0,7
100.0,0.0,37.5,40,0,10,9.75,3
72.3,7.98,25.0,130,2,18,6.5,2
70.87,8.42,25.0,60,2,13,0.75,16
100.0,0.0,37.5,120,0,9,5.75,1
73.37,7.65,25.0,160,2,1,9.0,19
73.46,7.61,25.0,90,2,16,1.75,2
100.0,0.0,37.5,30,0,20,6.75,6
73.4,7.64,25.0,100,1,13,4.5,17
73.77,7.52,25.0,180,1,3,5.75,8
100.0,0.0,37.5,100,0,4,4.75,14
100.0,0.0,37.5,90,0,10,2.75,3
73.66,7.55,25.0,110,1,3,2.0,18
70.95,8.4,25.0,150,1,19,0.75,16
70.14,8.65,25.0,70,2,9,0.25,10
99.17,0.22,0.0,50,0,13,5.75,7
100.0,0.0,37.5,50,0,13,9.25,6
73.9,7.48,25.0,10,1,18,7.25,14
100.0,0.0,37.5,140,0,6,3.0,16
100.0,0.0,37.5,70,0,9,3.25,12
71.77,4.7,25.0,180,2,6,0.25,20
100.0,0.0,37.5,150,0,18,2.5,4
75.29,7.05,0.0,30,1,8,7.75,11
100.0,0.0,37.5,150,0,14,3.0,9
72.19,8.01,25.0,50,1,1,8.25,11
100.0,0.0,37.5,100,0,5,1.75,13
73.98,7.46,25.0,150,1,14,6.25,11
70.18,8.64,25.0,10,1,10,0.5,13
100.0,0.0,37.5,50,0,16,7.0,16
72.24,7.99,25.0,120,1,4,6.75,2
71.49,8.23,25.0,130,1,12,9.75,17
80.7,5.43,0.0,10,1,20,1.25,10
99.77,0.06,0.0,180,0,2,5.75,17
100.0,0.0,37.5,110,0,13,2.0,19
76.15,6.79,0.0,120,1,3,3.25,11
76.42,7.74,0.0,140,2,2,4.75,3
73.3,7.67,25.0,120,1,8,8.25,3
73.64,7.56,25.0,190,1,9,1.75,3
72.97,7.77,25.0,170,1,17,7.25,4
72.88,7.8,25.0,60,1,10,2.25,7
100.0,0.0,37.5,180,0,4,2.0,13
73.59,7.58,25.0,140,2,10,8.75,13
99.79,0.06,0.0,200,0,7,9.5,9
99.77,0.06,0.0,180,0,19,8.5,14
68.86,9.06,25.0,20,2,17,3.5,18
74.05,7.43,25.0,60,1,10,6.25,1
100.0,0.0,37.5,10,0,13,7.25,1
74.79,7.21,25.0,200,2,12,7.75,15
100.0,0.0,37.5,40,0,19,9.25,7
74.99,7.15,25.0,170,1,3,2.75,3
75.02,7.14,0.0,100,2,18,9.5,4
76.51,6.68,0.0,80,2,15,4.0,19
74.6,7.27,25.0,110,2,13,2.25,11
100.0,0.0,37.5,30,0,13,4.0,17
73.17,7.71,25.0,90,2,19,9.75,7
74.82,7.2,25.0,120,2,2,9.75,13
99.65,0.09,0.0,120,0,6,0.25,6
100.0,0.0,37.5,90,0,12,5.75,20
100.0,0.0,37.5,130,0,15,7.5,11
100.0,0.0,37.5,130,0,2,7.0,11
73.16,8.5,25.0,140,2,1,5.75,9
75.81,12.6,0.0,170,2,1,2.5,1
75.77,6.91,0.0,20,1,19,1.25,2
75.71,6.93,0.0,40,1,19,0.75,2
100.0,0.0,37.5,30,0,12,9.75,2
100.0,0.0,37.5,150,0,18,5.75,13
84.32,9.39,0.0,10,1,5,0.25,19
100.0,0.0,37.5,70,0,6,2.25,3
71.71,8.16,25.0,160,1,19,9.0,2
74.33,7.35,25.0,160,2,5,4.25,14
73.63,7.57,25.0,140,1,8,0.0,12
100.0,0.0,37.5,180,0,13,2.75,16
74.16,7.4,25.0,110,1,2,4.25,3
64.91,10.32,25.0,10,2,4,9.5,11
100.0,0.0,37.5,60,0,9,5.25,11
71.1,8.35,25.0,50,2,7,1.5,12
75.37,7.03,0.0,170,1,3,4.75,10
74.05,7.43,25.0,30,1,19,5.75,3
74.1,7.42,25.0,180,2,16,8.75,12
72.86,7.8,25.0,40,2,7,4.5,16
73.34,7.65,25.0,200,1,6,8.0,11
74.86,7.19,25.0,200,2,20,0.75,6
74.45,7.31,25.0,100,1,14,0.75,6
74.38,7.33,25.0,60,1,7,4.25,6
100.0,0.0,37.5,110,0,2,1.75,20
72.73,7.84,25.0,190,2,16,8.0,14
100.0,0.0,37.5,180,0,18,10.0,15
78.58,6.06,0.0,30,1,5,2.0,1
73.46,7.61,25.0,20,2,10,4.5,9
71.33,8.28,25.0,40,1,7,9.0,2
74.59,7.27,25.0,150,1,19,1.0,1
59.93,16.08,25.0,80,2,3,0.5,16
74.8,7.2,25.0,120,1,13,1.0,11
65.33,13.5,25.0,80,2,2,0.25,1
99.58,0.11,0.0,200,0,18,2.75,9
100.0,0.0,37.5,110,0,10,6.75,7
74.58,7.27,25.0,150,2,8,6.25,3
72.93,7.78,25.0,90,1,3,4.25,13
70.35,16.1,25.0,160,1,2,0.75,14
70.47,8.55,25.0,60,2,18,0.5,8
74.17,7.4,25.0,130,2,11,7.75,19
76.14,6.79,0.0,100,2,15,8.0,11
100.0,0.0,37.5,40,0,2,4.75,10
100.0,0.0,37.5,80,0,8,3.5,6
74.15,7.4,25.0,80,1,20,7.75,12
77.76,6.3,0.0,50,2,20,7.75,18
74.95,7.16,25.0,90,2,3,7.25,18
70.39,8.57,25.0,30,1,14,5.25,7
72.35,7.96,25.0,150,1,18,8.25,13
99.4,0.16,0.0,70,0,10,6.25,5
72.27,7.98,25.0,70,2,10,7.75,18
100.0,0.0,37.5,130,0,4,9.25,16
74.23,7.38,25.0,20,1,16,6.0,2
74.69,7.24,25.0,120,1,6,7.75,12
73.57,7.58,25.0,130,2,7,8.0,15
71.95,8.08,25.0,100,2,13,6.5,7
75.5,6.99,0.0,110,1,18,1.75,18
73.52,7.6,25.0,80,1,1,2.75,17
76.22,5.49,25.0,190,1,5,0.5,7
100.0,0.0,37.5,180,0,11,4.0,3
100.0,0.0,37.5,140,0,11,3.0,13
73.14,7.72,25.0,40,2,20,0.0,16
73.72,7.54,25.0,120,2,16,8.5,5
70.18,8.64,25.0,20,1,15,8.25,13
75.44,7.01,0.0,60,2,7,5.0,7
100.0,0.0,37.5,80,0,2,3.75,5
71.82,8.13,25.0,180,2,13,3.5,6
66.88,8.48,25.0,70,2,3,0.75,2
74.05,6.29,25.0,90,1,7,0.25,11
73.51,7.6,25.0,150,2,5,7.5,18
99.78,0.06,0.0,190,0,8,2.5,10
77.78,6.3,0.0,30,1,12,8.0,6
71.27,8.3,25.0,30,1,17,1.5,7
100.0,-4.51,12.5,30,0,1,0.5,6
73.7,7.54,25.0,110,1,18,2.75,15
74.75,7.22,25.0,70,2,15,0.25,17
100.0,0.0,37.5,130,0,5,2.25,18
76.25,6.76,0.0,70,2,8,4.75,14
74.14,7.41,25.0,160,2,14,5.75,9
76.35,6.73,0.0,60,2,19,6.75,16
75.28,7.06,0.0,70,2,2,8.75,16
76.97,6.54,0.0,20,1,8,2.25,18
100.0,0.0,37.5,120,0,16,8.25,13
100.0,0.0,37.5,60,0,6,2.5,12
71.96,8.08,25.0,170,2,18,8.75,4
74.88,7.18,25.0,180,1,5,8.25,2
100.0,0.0,37.5,80,0,3,5.0,14
72.38,7.95,25.0,150,1,19,0.5,12
69.08,8.99,25.0,10,2,20,8.25,4
74.93,7.17,25.0,150,2,8,6.5,11
100.0,0.0,37.5,90,0,20,3.75,17
100.0,0.0,37.5,30,0,15,7.5,10
72.72,7.84,25.0,130,2,11,6.5,20
100.0,0.0,37.5,10,0,6,3.0,9
100.0,0.0,37.5,170,0,10,1.5,6
73.03,7.75,25.0,40,2,3,7.5,16
76.12,6.8,0.0,100,2,5,7.5,20
100.0,0.0,37.5,90,0,16,8.75,5
100.0,0.0,37.5,190,0,10,7.75,8
73.9,7.48,25.0,10,1,6,1.0,14
71.53,9.14,25.0,110,2,3,4.25,20
100.0,0.0,37.5,140,0,15,1.5,7
74.73,7.22,25.0,90,2,20,3.25,1
74.56,7.28,25.0,130,1,4,6.0,17
100.0,0.0,37.5,10,0,18,1.25,8
100.0,0.0,37.5,60,0,8,4.0,1
73.96,7.46,25.0,40,2,3,6.0,11
79.51,10.54,12.5,120,2,1,1.25,8
77.63,6.34,0.0,30,2,15,5.5,15
100.0,0.0,37.5,30,0,2,9.5,14
69.63,8.81,25.0,20,1,19,1.5,15
75.73,6.92,0.0,90,1,7,0.75,3
100.0,0.0,37.5,190,0,13,7.25,10
75.88,6.88,0.0,10,2,9,2.75,13
99.17,0.22,0.0,50,0,20,10.0,7
100.0,0.0,37.5,180,0,10,8.75,12
100.0,0.0,37.5,120,0,1,9.0,6
73.68,7.55,25.0,70,2,17,0.5,14
100.0,0.0,37.5,70,0,6,1.25,5
76.14,6.8,0.0,110,2,17,4.25,15
99.79,0.06,0.0,200,0,6,5.75,16
73.07,7.74,25.0,150,2,19,8.0,2
71.54,8.21,25.0,200,2,19,4.25,20
72.55,7.9,25.0,110,1,1,8.25,15
79.37,10.25,0.0,10,2,2,1.0,10
99.77,0.06,0.0,180,0,3,4.5,1
100.0,0.0,37.5,80,0,13,8.0,7
100.0,0.0,37.5,150,0,3,9.5,20
74.02,7.44,25.0,130,1,15,2.5,7
75.27,7.06,0.0,40,1,8,1.5,8
73.64,7.56,25.0,100,2,18,10.0,16
73.67,7.55,25.0,130,2,20,8.75,15
75.29,7.05,0.0,60,1,14,3.75,3
74.17,7.4,25.0,100,1,16,4.25,15
75.26,7.06,0.0,120,2,11,4.25,14
76.75,6.61,0.0,10,2,9,1.5,3
78.13,7.62,0.0,80,2,2,3.0,8
70.86,8.43,25.0,190,1,18,0.75,17
72.84,7.81,25.0,120,2,3,9.0,20
72.48,7.92,25.0,80,1,12,1.75,20
76.91,6.56,0.0,70,1,13,0.25,1
75.8,6.9,0.0,30,1,3,6.5,3
75.33,7.04,0.0,120,2,1,7.5,9
100.0,0.0,37.5,200,0,18,4.25,15
73.79,7.52,25.0,150,2,19,6.25,16
78.05,8.96,0.0,150,2,2,0.75,15
72.51,7.91,25.0,150,2,17,3.25,11
71.27,8.3,25.0,30,1,16,9.5,15
72.26,7.99,25.0,180,1,2,2.0,12
100.0,0.0,37.5,170,0,7,7.5,17
74.1,7.42,25.0,80,1,14,9.5,16
72.98,7.77,25.0,140,1,13,8.0,20
100.0,0.0,37.5,180,0,12,6.75,20
65.5,10.13,25.0,30,1,12,4.5,10
100.0,0.0,37.5,70,0,4,9.0,7
74.7,7.24,25.0,160,2,13,7.5,3
74.39,7.33,25.0,130,2,18,2.25,7
74.89,7.18,25.0,80,1,11,9.25,17
69.6,8.82,25.0,110,2,12,9.25,10
100.0,0.0,37.5,10,0,11,9.25,12
100.0,0.0,37.5,190,0,13,9.75,2
100.0,0.0,37.5,40,0,2,6.75,19
73.95,11.5,25.0,120,1,3,0.5,2
100.0,0.0,37.5,170,0,15,7.5,18
99.78,0.06,0.0,190,0,15,2.5,19
100.0,0.0,37.5,20,0,3,2.25,20
100.0,0.0,37.5,60,0,6,4.25,9
64.25,10.54,25.0,10,1,6,5.25,8
100.0,0.0,37.5,100,0,17,6.75,10
73.59,7.58,25.0,160,1,11,7.75,17
75.6,6.96,0.0,180,1,13,8.25,2
99.31,0.19,0.0,60,0,5,5.0,18
100.0,0.0,37.5,170,0,15,3.5,14
79.13,5.89,0.0,60,2,20,7.5,5
100.0,0.0,37.5,190,0,12,2.25,14
72.64,7.87,25.0,90,1,19,3.0,4
73.2,7.7,25.0,100,1,14,4.0,7
100.0,0.0,37.5,110,0,16,0.25,7
99.65,0.09,0.0,120,0,9,8.5,1
100.0,0.0,37.5,110,0,13,5.25,11
100.0,0.0,37.5,30,0,16,1.0,4
72.13,8.03,25.0,190,2,10,0.5,6
75.73,5.26,12.5,100,2,2,0.0,6
75.6,6.96,0.0,110,1,7,3.25,19
100.0,0.0,37.5,150,0,15,0.5,13
100.0,0.0,37.5,120,0,8,1.5,10
74.24,7.37,25.0,90,1,18,5.25,5
73.31,7.66,25.0,100,1,7,3.25,11
99.58,0.11,0.0,200,0,18,1.75,13
100.0,0.0,37.5,140,0,17,2.25,17
76.1,6.81,0.0,200,1,6,4.0,4
73.52,7.6,25.0,160,2,17,5.75,12
100.0,0.0,37.5,170,0,10,7.25,18
72.95,7.77,25.0,200,1,8,9.0,3
99.34,0.18,0.0,190,0,18,3.75,20
73.76,7.52,25.0,150,1,8,6.75,4
72.86,7.8,25.0,90,1,13,1.25,11
100.0,0.0,37.5,150,0,4,10.0,17
72.31,7.97,25.0,160,1,12,6.5,3
99.56,0.12,0.0,190,0,14,9.5,18
74.62,7.26,25.0,140,1,13,5.25,17
99.72,0.07,0.0,150,0,6,7.25,20
99.75,0.07,0.0,170,0,14,8.0,9
99.78,0.06,0.0,190,0,20,1.75,9
100.0,0.0,37.5,160,0,18,0.5,15
73.46,7.61,25.0,140,2,10,1.5,13
73.12,7.72,25.0,120,1,9,2.5,4
75.34,7.04,0.0,150,1,13,1.25,12
74.71,7.23,25.0,60,2,10,0.75,13
100.0,0.0,37.5,190,0,19,8.75,1
74.42,7.32,25.0,120,2,4,10.0,6
100.0,0.0,37.5,190,0,12,6.0,9
78.84,5.98,0.0,40,1,18,1.5,2
72.43,7.94,25.0,70,1,12,4.5,4
73.17,7.71,25.0,90,2,13,0.5,6
75.33,7.04,0.0,20,2,13,0.25,20
100.0,0.0,37.5,60,0,19,1.75,1
99.58,0.11,0.0,100,0,4,9.5,14
75.72,6.92,0.0,110,1,20,6.75,4
73.83,7.5,25.0,30,1,3,8.25,20
72.2,8.01,25.0,40,2,12,2.0,5
69.52,8.85,25.0,40,1,8,9.0,20
100.0,0.0,37.5,70,0,19,2.0,20
84.43,4.33,0.0,10,2,18,6.75,7
99.77,0.06,0.0,180,0,8,3.5,5
75.16,7.72,0.0,150,2,1,8.25,16
74.7,7.24,25.0,130,1,2,10.0,12
100.0,0.0,37.5,180,0,4,5.0,3
77.85,6.28,0.0,10,2,14,9.25,3
99.62,0.1,0.0,110,0,14,8.0,8
71.45,8.24,25.0,50,2,6,9.25,5
99.58,0.11,0.0,200,0,17,7.0,5
100.0,0.0,37.5,170,0,20,2.75,14
72.0,6.52,25.0,70,1,4,0.75,1
100.0,0.0,37.5,20,0,10,3.75,7
100.0,0.0,37.5,40,0,9,0.5,12
72.04,8.06,25.0,60,1,18,5.5,10
74.47,7.3,25.0,100,1,12,8.75,3
73.5,7.61,25.0,70,2,17,4.5,3
73.0,7.76,25.0,160,2,11,8.25,7
73.86,7.49,25.0,50,1,13,0.5,10
74.8,7.2,25.0,120,2,16,5.0,3
77.13,6.49,0.0,70,2,9,7.5,6
73.23,7.69,25.0,200,1,12,0.0,14
100.0,0.0,37.5,170,0,3,5.0,9
77.7,6.32,0.0,30,1,19,1.0,2
76.51,6.68,0.0,190,2,2,4.5,6
100.0,0.0,37.5,120,0,11,4.25,10
73.57,7.58,25.0,120,1,8,5.75,8
75.12,7.11,0.0,90,2,16,9.75,14
71.48,8.23,25.0,150,1,18,7.0,6
75.7,6.93,0.0,190,1,20,8.25,3
74.37,7.34,25.0,160,2,15,9.75,13
100.0,0.0,37.5,30,0,16,7.75,12
71.95,8.08,25.0,100,1,11,0.0,9
77.82,6.29,0.0,70,1,10,8.0,14
76.88,6.57,0.0,90,1,18,1.25,13
74.23,7.38,25.0,160,2,20,1.0,20
74.88,7.18,25.0,110,1,16,5.0,1
71.77,8.14,25.0,80,1,17,6.75,20
78.44,15.85,12.5,120,2,1,1.25,20
71.49,8.23,25.0,90,2,15,0.75,10
99.77,0.06,0.0,180,0,18,6.25,11
74.16,7.4,25.0,170,1,8,8.75,13
63.38,10.82,25.0,10,2,8,5.5,11
76.3,6.75,0.0,130,2,9,4.0,11
71.6,8.19,25.0,40,1,7,6.25,20
75.09,7.11,0.0,140,1,4,7.0,17
74.31,7.36,25.0,60,2,10,0.0,10
100.0,0.0,37.5,130,0,13,4.5,18
70.4,6.84,25.0,200,2,4,1.0,12
71.58,8.2,25.0,100,2,17,4.0,3
99.48,0.14,0.0,80,0,6,6.0,7
78.29,6.15,0.0,80,1,5,7.75,6
100.0,0.0,37.5,130,0,20,0.25,16
91.46,-1.01,0.0,20,0,5,0.0,17
72.93,7.78,25.0,110,1,2,9.25,14
74.82,7.2,25.0,160,2,11,1.5,14
76.17,6.79,0.0,120,1,12,7.75,10
73.28,7.67,25.0,140,1,5,1.5,13
100.0,0.0,37.5,40,0,4,6.0,18
73.39,7.64,25.0,120,1,9,0.5,9
74.72,7.23,25.0,180,1,20,6.5,1
74.85,7.19,25.0,60,1,9,6.0,5
100.0,0.0,37.5,120,0,17,0.25,14
100.0,0.0,37.5,70,0,7,7.0,18
76.69,6.63,0.0,110,1,9,6.0,18
74.86,7.19,25.0,170,2,15,2.0,1
72.44,7.93,25.0,130,2,19,6.75,1
72.74,7.84,25.0,130,1,13,2.75,13
72.09,8.04,25.0,40,1,20,8.0,19
70.83,8.43,25.0,50,2,18,0.75,3
100.0,0.0,37.5,70,0,12,0.5,11
73.59,7.58,25.0,70,2,9,4.75,20
73.27,8.27,25.0,80,2,6,2.25,12
70.12,8.66,25.0,40,1,8,0.5,13
75.95,6.85,0.0,30,1,6,5.25,3
100.0,0.0,37.5,70,0,12,2.25,1
100.0,0.0,37.5,40,0,10,2.5,17
72.08,8.05,25.0,90,1,12,3.75,9
73.39,7.64,25.0,170,2,18,9.5,11
74.63,7.25,25.0,60,1,7,3.75,20
74.2,7.39,25.0,110,2,11,8.25,20
75.11,7.11,0.0,80,1,2,6.0,8
75.85,6.88,0.0,80,1,8,4.75,1
76.23,13.09,0.0,200,2,1,1.0,5
74.06,7.43,25.0,100,1,11,4.0,4
99.75,0.07,0.0,170,0,5,6.75,8
100.0,0.0,37.5,130,0,17,1.75,2
100.0,0.0,37.5,70,0,14,2.75,8
73.08,7.73,25.0,40,2,12,8.25,3
99.79,0.06,0.0,200,0,5,3.0,2
100.0,0.0,37.5,110,0,16,8.5,7
72.19,8.01,25.0,120,1,12,5.0,19
76.1,6.81,0.0,110,2,20,8.75,13
100.0,0.0,37.5,50,0,3,6.25,20
100.0,0.0,37.5,80,0,4,7.25,19
100.0,0.0,37.5,110,0,2,7.0,4
75.5,6.99,0.0,100,2,9,5.75,11
74.73,7.23,25.0,170,2,2,8.0,5
72.34,7.96,25.0,80,1,5,5.75,13
73.67,7.55,25.0,130,2,8,8.25,15
69.98,8.7,25.0,100,2,13,8.5,5
64.91,10.32,25.0,10,1,9,7.0,1
71.73,8.15,25.0,110,2,19,9.5,6
73.14,7.72,25.0,40,1,4,8.25,3
75.62,6.95,0.0,60,1,13,8.0,12
100.0,0.0,37.5,140,0,12,2.5,12
72.86,7.8,25.0,120,2,9,0.75,2
73.45,7.62,25.0,120,1,5,9.5,5
68.86,9.06,25.0,20,2,13,2.25,20
71.85,8.12,25.0,140,1,16,8.75,20
71.74,8.15,25.0,130,2,5,6.75,5
73.86,7.49,25.0,140,1,13,8.5,8
70.54,8.53,25.0,30,2,20,10.0,11
71.98,8.07,25.0,120,1,18,4.75,14
71.83,8.12,25.0,110,2,11,3.75,16
100.0,0.0,37.5,60,0,14,5.5,17
100.0,0.0,37.5,50,0,2,4.25,7
73.93,7.47,25.0,160,2,2,8.75,9
99.74,0.07,0.0,160,0,7,4.75,17
76.33,9.97,0.0,40,2,2,4.25,9
70.34,8.59,25.0,40,1,6,1.0,14
73.88,7.49,25.0,100,1,19,5.5,1
100.0,0.0,37.5,200,0,6,0.25,15
100.0,0.0,37.5,30,0,18,4.5,11
72.81,7.82,25.0,140,2,14,2.75,9
73.38,7.64,25.0,50,1,13,5.25,3
100.0,0.0,37.5,100,0,13,5.75,16
100.0,0.0,37.5,80,0,8,6.25,5
74.12,7.41,25.0,10,1,6,3.25,17
69.57,8.83,25.0,90,2,19,10.0,15
71.89,8.1,25.0,110,2,14,3.25,19
75.53,6.98,0.0,100,1,2,3.75,1
76.36,6.73,0.0,110,2,17,8.75,15
73.25,7.68,25.0,40,2,17,5.75,6
99.7,0.08,0.0,140,0,12,5.0,13
72.91,7.79,25.0,130,1,15,0.5,20
99.65,0.09,0.0,120,0,8,4.25,4
98.96,0.28,0.0,40,0,10,1.5,8
100.0,0.0,37.5,100,0,17,3.25,9
76.87,6.57,0.0,50,2,3,4.25,11
73.78,7.52,25.0,180,1,6,8.0,10
100.0,0.0,37.5,120,0,20,6.5,8
74.8,7.2,25.0,120,2,14,7.0,5
100.0,0.0,37.5,30,0,4,2.75,9
100.0,0.0,37.5,20,0,8,3.75,10
100.0,0.0,37.5,150,0,12,6.25,3
74.84,7.19,25.0,70,1,14,5.75,6
100.0,0.0,37.5,10,0,7,1.25,20
75.38,7.03,0.0,80,2,10,3.25,12
71.77,8.14,25.0,80,1,12,7.5,16
78.51,6.08,0.0,10,1,16,6.0,11
73.62,7.57,25.0,70,2,16,1.5,3
100.0,0.0,37.5,30,0,10,8.0,3
72.49,7.92,25.0,200,1,7,7.25,14
75.88,6.88,0.0,20,2,13,1.5,18
75.56,6.97,0.0,90,1,7,1.0,18
74.55,7.28,25.0,200,2,9,0.5,14
74.08,7.42,25.0,110,1,9,9.75,17
100.0,0.0,37.5,130,0,14,10.0,6
100.0,0.0,37.5,110,0,11,8.5,6
70.97,8.39,25.0,80,2,6,7.75,10
100.0,0.0,37.5,100,0,2,9.5,10
72.05,8.05,25.0,90,2,17,6.25,4
73.66,7.55,25.0,110,1,4,1.25,2
100.0,0.0,37.5,80,0,12,3.25,19
78.07,6.21,0.0,20,1,18,1.75,4
74.12,7.41,25.0,90,2,18,4.25,4
71.35,8.27,25.0,30,1,11,9.5,11
73.28,7.67,25.0,140,1,2,7.5,15
100.0,0.0,37.5,110,0,3,3.75,9
100.0,0.0,37.5,30,0,5,2.0,7
100.0,0.0,37.5,50,0,7,9.5,16
72.85,7.8,25.0,100,2,15,2.75,6
100.0,0.0,37.5,80,0,18,2.0,15
99.78,0.06,0.0,190,0,2,3.5,9
70.18,4.47,25.0,110,2,5,1.25,8
75.96,6.85,0.0,130,1,14,8.5,20
74.47,7.3,25.0,50,2,8,9.0,7
60.75,11.69,25.0,10,2,4,8.25,19
75.18,7.92,0.0,90,2,2,5.5,15
74.26,7.37,25.0,180,2,13,9.75,2
75.03,7.13,0.0,140,2,6,7.25,10
76.21,6.77,0.0,40,2,17,0.5,15
100.0,0.0,37.5,200,0,18,7.75,3
76.35,6.73,0.0,60,2,17,7.75,9
69.61,8.82,25.0,50,2,16,8.25,9
71.97,7.95,25.0,140,1,7,0.25,15
70.29,8.61,25.0,40,2,9,1.75,19
74.12,7.41,25.0,110,2,9,9.25,15
72.94,7.78,25.0,200,1,20,4.5,15
73.65,7.56,25.0,190,2,20,5.25,7
99.65,0.09,0.0,120,0,4,7.75,13
68.69,9.11,25.0,190,1,7,5.75,4
72.6,7.88,25.0,150,1,3,7.0,13
74.54,7.28,25.0,110,1,20,10.0,3
72.15,8.02,25.0,160,1,8,5.25,7
100.0,0.0,37.5,200,0,18,9.75,12
72.88,7.8,25.0,30,2,19,8.0,2
90.25,12.79,0.0,100,0,1,0.25,19
100.0,0.0,37.5,40,0,19,8.5,5
100.0,0.0,37.5,170,0,10,1.75,8
100.0,0.0,37.5,100,0,13,1.25,6
74.49,7.3,25.0,60,1,12,1.5,14
100.0,0.0,37.5,10,0,13,0.25,19
100.0,0.0,37.5,160,0,20,5.25,8
75.22,7.08,0.0,30,1,15,8.5,10
100.0,0.0,37.5,160,0,5,7.75,13
100.0,0.0,37.5,20,0,19,7.25,9
74.05,7.43,25.0,90,2,13,9.0,12
100.0,0.0,37.5,20,0,17,8.75,5
73.28,7.67,25.0,200,2,20,5.75,13
70.54,8.53,25.0,150,1,19,1.0,9
73.9,13.92,12.5,90,1,2,0.0,19
100.0,0.0,37.5,150,0,6,7.75,19
71.84,8.12,25.0,110,2,3,4.75,7
100.0,0.0,37.5,180,0,12,4.75,9
74.82,7.2,25.0,190,1,17,9.25,2
72.63,7.87,25.0,110,2,12,9.0,1
77.08,6.51,0.0,40,1,2,7.0,6
71.56,8.21,25.0,30,2,11,4.5,6
73.9,7.48,25.0,60,1,4,9.5,6
73.76,7.52,25.0,30,2,8,1.75,3
74.38,7.33,25.0,120,1,7,2.25,17
